PhotoID,X,Y,Z,Omega,Phi,Kappa,r11,r12,r13,r21,r22,r23,r31,r32,r33
DSC00890,604259.6230512872571126,3768891.1119185336865485,878.2895810605921270,0.8113676235458812,3.8335091707150135,-82.3294815809964433,0.1331776085501311,-0.9908262753854140,-0.0229568418284458,0.9888345696570832,0.1344011412570273,-0.0643624663907438,0.0668574485899599,-0.0141288794558090,0.9976624962046856
DSC00891,604291.3728881059214473,3768892.1101804957725108,878.5634713771950146,0.4514646174184403,2.1154902752583391,-82.2100745293336104,0.1354489853091167,-0.9907015077890120,-0.0128099509487344,0.9900964284792184,0.1358253331887146,-0.0355041008458261,0.0369138820963959,-0.0078740922494558,0.9992874281105616
DSC00892,604323.5136028513079509,3768893.0703490688465536,878.7769968217254473,0.8399509872453089,3.1131246072079120,-81.8127850335826281,0.1421979127715623,-0.9895883000018756,-0.0222429787305921,0.9883473297739068,0.1431807693956819,-0.0516606523773058,0.0543075439713438,-0.0146377516941278,0.9984169604394456
DSC00893,604355.0522446356480941,3768894.0102641279809177,879.0307956790235266,1.4539055144904114,3.9223430319888095,-82.0454269174367710,0.1380637751421528,-0.9898190726679188,-0.0345918686444953,0.9880583181169250,0.1400622755555135,-0.0642130747290991,0.0684043419195779,-0.0253132840428166,0.9973364946985130
DSC00894,604387.1593355830991641,3768894.9819027921184897,879.2502327054097577,1.9705823589001601,4.5948817733838379,-82.6167402782823359,0.1280928387306072,-0.9907682743468708,-0.0443897647398451,0.9885214370445838,0.1311617032462303,-0.0749798379890140,0.0801098818451609,-0.0342758537351284,0.9961965532371020
DSC00895,604419.3314471349585801,3768895.9820758341811597,879.5389499459315630,1.5046509906419794,5.0383818865126955,-82.5856364217228105,0.1285455811024375,-0.9909993384636504,-0.0373676965257878,0.9878072397770696,0.1312864864612567,-0.0836702785740865,0.0878230643000102,-0.0261566365816564,0.9957926188417404
DSC00896,604451.3116041177418083,3768896.8466647118330002,879.7365401848422835,1.7091407787506907,5.2323466907432366,-82.5832674321173386,0.1285473085135405,-0.9908412382771872,-0.0413428349687737,0.9875014421265408,0.1317249622051258,-0.0865415283552421,0.0911947984916227,-0.0297014286085484,0.9953900410726860
DSC00897,604483.6674991700565442,3768897.8546935673803091,880.0087862032110024,2.2151793235561925,4.1747558074093156,-82.6236953824453622,0.1280448158876436,-0.9906219797417812,-0.0476719873382026,0.9890929495770884,0.1310800979303326,-0.0671799450987369,0.0727987789814801,-0.0385499828670341,0.9966013428647170
DSC00898,604515.2645826593507081,3768898.6005927729420364,880.2002223836601615,1.6715655547007355,3.8688514562603857,-82.3823529013612301,0.1322595845324493,-0.9904920659359100,-0.0378532642888010,0.9889159775985760,0.1344560949559713,-0.0629821226971893,0.0674728949249765,-0.0291037084785543,0.9972965369453756
DSC00899,604547.5173434044700116,3768899.6565644959919155,880.4809351927756325,0.9681268957550034,4.0889684463224514,-82.1937123058744845,0.1354785606133219,-0.9904278731163684,-0.0264232429563298,0.9882110603071500,0.1369985334617114,-0.0683396086904156,0.0713053988191729,-0.0168531891203724,0.9973121427696104
DSC00900,604579.2158447239780799,3768900.5378808584064245,880.7184416870808263,1.8322017942176645,4.3502025791369006,-82.2915671713489303,0.1337456103859019,-0.9901315415809410,-0.0418526232039491,0.9881085569337504,0.1364667391915657,-0.0708400226476690,0.0758524318450214,-0.0318803930491821,0.9966092760566831
DSC00901,604611.3834178862161934,3768901.4513151608407497,880.9068196302707747,1.0047916387260267,4.6806167224898267,-82.0740420342061725,0.1374334169371726,-0.9900974729231148,-0.0286190499534039,0.9871440002849068,0.1392893737720354,-0.0783912817582816,0.0816013395140388,-0.0174775417452309,0.9965117946738304
DSC00902,604643.2952350305858999,3768902.3534022686071694,881.1565290876876588,1.3649917981593660,5.0803755890374447,-82.6325426025991021,0.1277285642652781,-0.9911922290218438,-0.0349768351547036,0.9878480428634724,0.1302879822708983,-0.0847424680227425,0.0885531370508026,-0.0237277643802906,0.9957888004571930
DSC00903,604675.4066909505054355,3768903.2310290001332760,881.3725835364884915,0.6824072725938454,4.8105439044198759,-81.9870434207850565,0.1389059977156003,-0.9900271101273757,-0.0234828663384889,0.9867484072362418,0.1403761779899494,-0.0813763446566265,0.0838612223579752,-0.0118680186118676,0.9964067670980836
DSC00904,604707.4302297375397757,3768904.1592932217754424,881.5648220878669008,1.3373713833187315,4.7922593937236728,-82.1421904677728634,0.1362371998138073,-0.9900739862339012,-0.0345387777694333,0.9871473832349288,0.1386094348440881,-0.0795453854389777,0.0835432173149071,-0.0232578235249120,0.9962327059907030
DSC00905,604738.0774157113628462,3768904.7361235944554210,881.7550693480321797,5.9007518564929899,-5.1239725288560543,-83.2468542192675045,0.1171219983302148,-0.9888799221140260,-0.0916457153766370,0.9890935127841723,0.1078508855041290,0.1003105650678987,-0.0893110322155282,-0.1023947563878811,0.9907264271174276
DSC00906,604748.0344253527000546,3769004.5068280422128737,882.1574830654185462,4.1955510848037756,2.6067388894989829,85.2816122129442533,0.0821732339932549,0.9942139874181024,0.0691816943799960,-0.9955797734598288,0.0787218033785537,0.0512229670216837,0.0454804825476367,-0.0730850524733046,0.9962881615337044
DSC00907,604713.7947909075301141,3769001.4482301287353039,882.2065905478118566,1.8955808035717241,1.0150982783683271,84.6837868252340229,0.0926378065076878,0.9952079389919880,0.0312952867499838,-0.9955422564554560,0.0920181582998171,0.0206947856884010,0.0177158803626364,-0.0330728999398190,0.9992959175702398
DSC00908,604681.0243103089742362,3768999.5448914528824389,882.1079250988314016,0.6440273568357466,0.5951400827865772,87.2302454599460333,0.0483199035675735,0.9987743280353600,0.0107251376091668,-0.9987779021545145,0.0482028429202561,0.0109173303619742,0.0103869671727480,-0.0112395547919076,0.9998828848025314
